Id,Label,Level,Seed,In-Degree,Out-Degree,Degree,Modularity Class,modularity edit,Modularity size,Modularity label,Color,Colornodes
peer-to-peer carsharing,Peer-to-peer carsharing,-1,false,0,1,1,19,19,1,Reputation Management,,
arun sundararajan,Arun Sundararajan,-1,false,0,1,1,19,19,1,Reputation Management,,
circular economy,Circular economy,-1,false,0,1,1,19,19,1,Reputation Management,,
tradepal,Tradepal,-1,false,0,2,2,19,19,1,Reputation Management,,
mila (company),Mila (company),-1,false,0,1,1,19,19,1,Reputation Management,,
the kitchen library,The Kitchen Library,-1,false,0,1,1,19,19,1,Reputation Management,,
midpoint (company),Midpoint (company),-1,false,0,1,1,19,19,1,Reputation Management,,
yerdle,Yerdle,-1,false,0,1,1,19,19,1,Reputation Management,,
alternative purchase network,Alternative purchase network,-1,false,0,1,1,19,19,1,Reputation Management,,
the campus market,The Campus Market,-1,false,0,2,2,19,19,1,Reputation Management,,
epinions,Epinions,-1,false,0,2,2,19,19,1,Reputation Management,,
linkedin,LinkedIn,-1,false,0,1,1,19,19,1,Reputation Management,,
review site,Review site,-1,false,0,3,3,19,19,1,Reputation Management,,
dispute resolution organization,Dispute resolution organization,-1,false,0,1,1,19,19,1,Reputation Management,,
viadeo,Viadeo,-1,false,0,1,1,19,19,1,Reputation Management,,
nepako corporation,Nepako Corporation,-1,false,0,1,1,19,19,1,Reputation Management,,
public relations,Public relations,0,false,0,1,1,19,19,1,Reputation Management,,
design leadership,Design leadership,0,false,0,1,1,19,19,1,Reputation Management,,
personal branding,Personal branding,0,false,0,2,2,19,19,1,Reputation Management,,
internet presence management,Internet presence management,0,false,0,1,1,19,19,1,Reputation Management,,
influencer marketing,Influencer marketing,0,false,0,1,1,19,19,1,Reputation Management,,
evangelism marketing,Evangelism marketing,0,false,0,1,1,19,19,1,Reputation Management,,
digital footprint,Digital footprint,0,false,0,1,1,19,19,1,Reputation Management,,
reputational risk,Reputational risk,0,false,0,1,1,19,19,1,Reputation Management,,
online presence management,Online presence management,0,false,0,1,1,19,19,1,Reputation Management,,
brand.com,Brand.com,0,false,0,1,1,19,19,1,Reputation Management,,
medallia,Medallia,0,false,0,1,1,19,19,1,Reputation Management,,
gnu privacy guard,GNU Privacy Guard,0,false,0,1,1,19,19,1,Reputation Management,,
revocation list,Revocation list,0,false,0,1,1,19,19,1,Reputation Management,,
certificate authority,Certificate authority,0,false,0,1,1,19,19,1,Reputation Management,,
key signing party,Key signing party,0,false,0,1,1,19,19,1,Reputation Management,,
commitment scheme,Commitment scheme,0,false,0,1,1,19,19,1,Reputation Management,,
robot certificate authority,Robot certificate authority,0,false,0,1,1,19,19,1,Reputation Management,,
cryptograf,CryptoGraf,0,false,0,1,1,19,19,1,Reputation Management,,
good faith,Good faith,0,false,0,1,1,19,19,1,Reputation Management,,
honesty bar,Honesty bar,0,false,0,1,1,19,19,1,Reputation Management,,
pay what you want,Pay what you want,0,false,0,1,1,19,19,1,Reputation Management,,
couple costume,Couple costume,0,false,0,1,1,19,19,1,Reputation Management,,
time-based currency,Time-based currency,0,false,0,1,1,19,19,1,Reputation Management,,
rotating savings and credit association,Rotating savings and credit association,0,false,0,1,1,19,19,1,Reputation Management,,
hui (chinese offline financing system),Hui (Chinese Offline Financing System),0,false,0,1,1,19,19,1,Reputation Management,,
asset-based economy,Asset-based economy,0,false,1,2,3,8,8,1,Knowledge economy,,
long tail,Long tail,1,false,7,5,12,8,8,1,Knowledge economy,,
knowledge economy,Knowledge economy,1,false,24,27,51,8,8,1,Knowledge economy,,
information revolution,Information revolution,1,false,19,14,33,8,8,1,Knowledge economy,,
deindustrialization,Deindustrialization,1,false,15,8,23,8,8,1,Knowledge economy,,
jobless recovery,Jobless recovery,0,false,1,1,2,8,8,1,Knowledge economy,,
reindustrialization,Reindustrialization,2,false,1,0,1,8,8,1,Knowledge economy,,
post-industrial society,Post-industrial society,0,false,2,3,5,8,8,1,Knowledge economy,,
urban decay,Urban decay,0,false,1,1,2,8,8,1,Knowledge economy,,
industrial revolution,Industrial revolution,0,false,1,2,3,8,8,1,Knowledge economy,,
the end of work,The End of Work,2,false,1,0,1,8,8,1,Knowledge economy,,
rust belt,Rust Belt,0,false,1,1,2,8,8,1,Knowledge economy,,
dutch disease,Dutch disease,2,false,1,0,1,8,8,1,Knowledge economy,,
business cycle,Business cycle,0,false,1,1,2,8,8,1,Knowledge economy,,
digital dark age,Digital dark age,2,false,1,0,1,8,8,1,Knowledge economy,,
digital revolution,Digital Revolution,0,false,2,1,3,8,8,1,Knowledge economy,,
digital transformation,Digital transformation,0,false,1,1,2,8,8,1,Knowledge economy,,
global village (term),Global village (term),2,false,1,0,1,8,8,1,Knowledge economy,,
information age,Information Age,0,false,1,1,2,8,8,1,Knowledge economy,,
information pollution,Information pollution,0,false,1,1,2,8,8,1,Knowledge economy,,
information society,Information society,0,false,1,1,2,8,8,1,Knowledge economy,,
kondratiev wave,Kondratiev wave,2,false,1,0,1,8,8,1,Knowledge economy,,
late modernity,Late modernity,2,false,1,0,1,8,8,1,Knowledge economy,,
post-fordism,Post-Fordism,2,false,1,0,1,8,8,1,Knowledge economy,,
timeline of computing,Timeline of computing,2,false,1,0,1,8,8,1,Knowledge economy,,
white-collar worker,White-collar worker,2,false,1,0,1,8,8,1,Knowledge economy,,
basic income guarantee,Basic income guarantee,2,false,1,0,1,8,8,1,Knowledge economy,,
cognitive-cultural economy,Cognitive-cultural economy,2,false,1,0,1,8,8,1,Knowledge economy,,
digital economy,Digital economy,0,false,1,1,2,8,8,1,Knowledge economy,,
endogenous growth theory,Endogenous growth theory,2,false,1,0,1,8,8,1,Knowledge economy,,
information economy,Information economy,0,false,1,2,3,8,8,1,Knowledge economy,,
smart city,Smart city,0,false,1,1,2,8,8,1,Knowledge economy,,
international innovation index,International Innovation Index,0,false,1,2,3,8,8,1,Knowledge economy,,
internet economy,Internet economy,2,false,1,0,1,8,8,1,Knowledge economy,,
know-how trading,Know-how trading,0,false,1,1,2,8,8,1,Knowledge economy,,
knowledge economic index,Knowledge Economic Index,2,false,1,0,1,8,8,1,Knowledge economy,,
knowledge market,Knowledge market,0,false,1,1,2,8,8,1,Knowledge economy,,
knowledge organization,Knowledge organization,2,false,1,0,1,8,8,1,Knowledge economy,,
knowledge management,Knowledge management,2,false,3,0,3,8,8,1,Knowledge economy,,
knowledge policy,Knowledge policy,0,false,1,1,2,8,8,1,Knowledge economy,,
knowledge revolution,Knowledge Revolution,0,false,1,2,3,8,8,1,Knowledge economy,,
knowledge tagging,Knowledge tagging,2,false,1,0,1,8,8,1,Knowledge economy,,
knowledge value chain,Knowledge value chain,2,false,1,0,1,8,8,1,Knowledge economy,,
learning economy,Learning economy,0,false,1,1,2,8,8,1,Knowledge economy,,
learning society,Learning society,2,false,1,0,1,8,8,1,Knowledge economy,,
liverpool knowledge quarter,Liverpool Knowledge Quarter,2,false,1,0,1,8,8,1,Knowledge economy,,
the long tail,The Long Tail,2,false,1,0,1,8,8,1,Knowledge economy,,
purple economy,Purple economy,2,false,1,0,1,8,8,1,Knowledge economy,,
working hours,Working hours,2,false,1,0,1,8,8,1,Knowledge economy,,
productivity improving technologies (historical),Productivity improving technologies (historical),2,false,1,0,1,8,8,1,Knowledge economy,,
black swan theory,Black swan theory,2,false,1,0,1,8,8,1,Knowledge economy,,
kolmogorov's zero–one law,Kolmogorov's zero–one law,0,false,1,1,2,8,8,1,Knowledge economy,,
mass customization,Mass customization,2,false,1,0,1,8,8,1,Knowledge economy,,
micropublishing,Micropublishing,2,false,1,0,1,8,8,1,Knowledge economy,,
swarm intelligence,Swarm intelligence,2,false,1,0,1,8,8,1,Knowledge economy,,
innovation,Innovation,0,false,1,2,3,8,8,1,Knowledge economy,,
michel de kemmeter,Michel de Kemmeter,-1,false,0,1,1,8,8,1,Knowledge economy,,
economies of scale,Economies of scale,0,false,0,1,1,8,8,1,Knowledge economy,,
power law,Power law,0,false,0,1,1,8,8,1,Knowledge economy,,
pareto principle,Pareto principle,0,false,0,1,1,8,8,1,Knowledge economy,,
word lists by frequency,Word lists by frequency,0,false,0,1,1,8,8,1,Knowledge economy,,
means of production,Means of production,0,false,0,1,1,8,8,1,Knowledge economy,,
timeline of computing 1950–79,Timeline of computing 1950–79,0,false,0,1,1,8,8,1,Knowledge economy,,
service economy,Service economy,0,false,0,1,1,8,8,1,Knowledge economy,,
theory of the productive forces,Theory of the productive forces,0,false,0,1,1,8,8,1,Knowledge economy,,
informatization,Informatization,0,false,0,2,2,8,8,1,Knowledge economy,,
maker faire africa,Maker Faire Africa,0,false,0,2,2,8,8,1,Knowledge economy,,
gentrification,Gentrification,0,false,0,1,1,8,8,1,Knowledge economy,,
anarcho-primitivism,Anarcho-primitivism,0,false,0,1,1,8,8,1,Knowledge economy,,
green anarchism,Green anarchism,0,false,0,2,2,8,8,1,Knowledge economy,,
appropriate technology,Appropriate technology,0,false,0,1,1,8,8,1,Knowledge economy,,
history of technology,History of technology,0,false,0,1,1,8,8,1,Knowledge economy,,
structural unemployment,Structural unemployment,0,false,0,1,1,8,8,1,Knowledge economy,,
doomer,Doomer,0,false,0,1,1,8,8,1,Knowledge economy,,
"economy of youngstown, ohio","Economy of Youngstown, Ohio",0,false,0,1,1,8,8,1,Knowledge economy,,
technology,Technology,0,false,0,1,1,8,8,1,Knowledge economy,,
knowledge worker,Knowledge worker,0,false,0,1,1,8,8,1,Knowledge economy,,
conceptual economy,Conceptual economy,0,false,0,1,1,8,8,1,Knowledge economy,,
a whole new mind,A Whole New Mind,0,false,0,1,1,8,8,1,Knowledge economy,,
information market,Information market,0,false,0,1,1,8,8,1,Knowledge economy,,
knowledge value,Knowledge value,0,false,0,1,1,8,8,1,Knowledge economy,,
innovation economics,Innovation economics,0,false,0,1,1,8,8,1,Knowledge economy,,
technology and society,Technology and society,0,false,0,1,1,8,8,1,Knowledge economy,,
wages for housework,Wages for housework,0,false,0,1,1,8,8,1,Knowledge economy,,
open design,Open design,0,false,17,13,30,14,14,1,Open source,,
creative commons,Creative Commons,1,false,7,4,11,14,14,1,Open source,,
open knowledge foundation,Open Knowledge Foundation,1,false,7,5,12,14,14,1,Open source,,
open source,Open Source,0,false,14,50,64,14,14,1,Open source,,
two-sided market,Two-sided market,-1,false,3,4,7,14,14,1,Open source,,
3d printing,3D printing,0,false,1,1,2,14,14,1,Open source,,
knowledge commons,Knowledge commons,0,false,2,1,3,14,14,1,Open source,,
modular design,Modular design,0,false,1,1,2,14,14,1,Open source,,
openbts,OpenBTS,2,false,1,0,1,14,14,1,Open source,,
open-source appropriate technology,Open-source appropriate technology,2,false,2,0,2,14,14,1,Open source,,
open-source architecture,Open-source architecture,0,false,1,1,2,14,14,1,Open source,,
open-source hardware,Open-source hardware,2,false,2,0,2,14,14,1,Open source,,
open source initiative,Open Source Initiative,0,false,2,1,3,14,14,1,Open source,,
open-source software,Open-source software,2,false,2,0,2,14,14,1,Open source,,
open standard,Open standard,0,false,2,1,3,14,14,1,Open source,,
open standardization,Open standardization,2,false,1,0,1,14,14,1,Open source,,
network effect,Network effect,0,false,2,1,3,14,14,1,Open source,,
multihoming,Multihoming,0,false,1,1,2,14,14,1,Open source,,
platform evangelism,Platform evangelism,2,false,1,0,1,14,14,1,Open source,,
distributed economy,Distributed economy,0,false,1,1,2,14,14,1,Open source,,
open-source license,Open-source license,2,false,1,0,1,14,14,1,Open source,,
open-source political campaign,Open-source political campaign,2,false,1,0,1,14,14,1,Open source,,
open-source power,Open-source power,2,false,1,0,1,14,14,1,Open source,,
open-source record label,Open-source record label,2,false,1,0,1,14,14,1,Open source,,
open-source religion,Open-source religion,0,false,1,1,2,14,14,1,Open source,,
open-source robotics,Open-source robotics,2,false,1,0,1,14,14,1,Open source,,
open sources: voices from the open source revolution,Open Sources: Voices from the Open Source Revolution,2,false,1,0,1,14,14,1,Open source,,
business models for open source software,Business models for open source software,2,false,1,0,1,14,14,1,Open source,,
commercial open-source applications,Commercial open-source applications,2,false,1,0,1,14,14,1,Open source,,
community source,Community source,2,false,1,0,1,14,14,1,Open source,,
digital freedom,Digital freedom,2,false,1,0,1,14,14,1,Open source,,
diseconomy of scale,Diseconomy of scale,2,false,1,0,1,14,14,1,Open source,,
"embrace, extend and extinguish","Embrace, extend and extinguish",2,false,1,0,1,14,14,1,Open source,,
free beer,Free Beer,2,false,1,0,1,14,14,1,Open source,,
free software,Free software,2,false,1,0,1,14,14,1,Open source,,
:wikt:transwiki:glossary of legal terms in technology,:wikt:Transwiki:Glossary of legal terms in technology,2,false,1,0,1,14,14,1,Open source,,
halloween documents,Halloween Documents,2,false,1,0,1,14,14,1,Open source,,
linux,Linux,2,false,1,0,1,14,14,1,Open source,,
open access (publishing),Open access (publishing),2,false,1,0,1,14,14,1,Open source,,
open content,Open content,2,false,2,0,2,14,14,1,Open source,,
open data,Open data,2,false,1,0,1,14,14,1,Open source,,
open format,Open format,2,false,1,0,1,14,14,1,Open source,,
open implementation,Open implementation,2,false,1,0,1,14,14,1,Open source,,
openjdk,OpenJDK,2,false,1,0,1,14,14,1,Open source,,
open research,Open research,2,false,1,0,1,14,14,1,Open source,,
open security,Open security,2,false,1,0,1,14,14,1,Open source,,
opensolaris,OpenSolaris,2,false,1,0,1,14,14,1,Open source,,
open source lab (book),Open Source Lab (book),2,false,1,0,1,14,14,1,Open source,,
comparison of open source and closed source,Comparison of open source and closed source,2,false,1,0,1,14,14,1,Open source,,
open system (computing),Open system (computing),2,false,1,0,1,14,14,1,Open source,,
opendwg,OpenDWG,2,false,1,0,1,14,14,1,Open source,,
openness,Openness,0,false,1,2,3,14,14,1,Open source,,
shared source,Shared source,2,false,1,0,1,14,14,1,Open source,,
vendor lock-in,Vendor lock-in,2,false,1,0,1,14,14,1,Open source,,
web literacy,Web literacy,2,false,1,0,1,14,14,1,Open source,,
access to knowledge movement,Access to Knowledge movement,2,false,1,0,1,14,14,1,Open source,,
free knowledge foundation,Free Knowledge Foundation,0,false,1,1,2,14,14,1,Open source,,
open data institute,Open Data Institute,0,false,1,1,2,14,14,1,Open source,,
open education,Open education,2,false,1,0,1,14,14,1,Open source,,
tactical technology collective,Tactical Technology Collective,0,false,1,1,2,14,14,1,Open source,,
open access,Open access,2,false,1,0,1,14,14,1,Open source,,
michel bauwens,Michel Bauwens,-1,false,0,3,3,14,14,1,Open source,,
original equipment manufacturer,Original equipment manufacturer,0,false,0,1,1,14,14,1,Open source,,
industrial design right,Industrial design right,0,false,0,1,1,14,14,1,Open source,,
linux-powered device,Linux-powered device,0,false,0,1,1,14,14,1,Open source,,
quadcopter,Quadcopter,0,false,0,1,1,14,14,1,Open source,,
oscar,OScar,0,false,0,1,1,14,14,1,Open source,,
copyright,Copyright,0,false,0,1,1,14,14,1,Open source,,
fair use,Fair use,0,false,0,1,1,14,14,1,Open source,,
gnu,GNU,0,false,0,1,1,14,14,1,Open source,,
all rights reserved,All rights reserved,0,false,0,1,1,14,14,1,Open source,,
link contract,Link contract,0,false,0,1,1,14,14,1,Open source,,
open educational resources,Open educational resources,0,false,0,1,1,14,14,1,Open source,,
definition of free cultural works,Definition of Free Cultural Works,0,false,0,1,1,14,14,1,Open source,,
kuchu collective,Kuchu Collective,0,false,0,1,1,14,14,1,Open source,,
hackers: heroes of the computer revolution,Hackers: Heroes of the Computer Revolution,0,false,0,1,1,14,14,1,Open source,,
openfiler,Openfiler,0,false,0,1,1,14,14,1,Open source,,
high performance knowledge bases,High Performance Knowledge Bases,0,false,0,1,1,14,14,1,Open source,,
open source geospatial foundation,Open Source Geospatial Foundation,0,false,0,1,1,14,14,1,Open source,,
openbrr,OpenBRR,0,false,0,1,1,14,14,1,Open source,,
open source judaism,Open Source Judaism,0,false,0,1,1,14,14,1,Open source,,
helmi technologies,Helmi Technologies,0,false,0,1,1,14,14,1,Open source,,
cyn.in,Cyn.in,0,false,0,1,1,14,14,1,Open source,,
limesurvey,LimeSurvey,0,false,0,1,1,14,14,1,Open source,,
openware,Openware,0,false,0,1,1,14,14,1,Open source,,
sco skunkware,SCO Skunkware,0,false,0,1,1,14,14,1,Open source,,
attention economy,Attention economy,2,false,2,0,2,23,23,1,Commons-based peer production,,
network economy,Network economy,0,false,4,2,6,23,23,1,Commons-based peer production,,
communism,Communism,0,false,3,13,16,23,23,1,Commons-based peer production,,
co-creation,Co-creation,1,false,8,4,12,23,23,1,Commons-based peer production,,
commons-based peer production,Commons-based peer production,0,false,47,30,77,23,23,1,Commons-based peer production,,
p2p foundation,P2P Foundation,-1,false,3,16,19,23,23,1,Commons-based peer production,,
peer-to-peer (meme),Peer-to-peer (meme),1,false,2,19,21,23,23,1,Commons-based peer production,,
social peer-to-peer processes,Social peer-to-peer processes,0,false,15,19,34,23,23,1,Commons-based peer production,,
anarchism,Anarchism,2,false,1,0,1,23,23,1,Commons-based peer production,,
anarcho-communism,Anarcho-communism,2,false,1,0,1,23,23,1,Commons-based peer production,,
communist party,Communist party,2,false,1,0,1,23,23,1,Commons-based peer production,,
communist society,Communist society,0,false,1,1,2,23,23,1,Commons-based peer production,,
communist state,Communist state,2,false,1,0,1,23,23,1,Commons-based peer production,,
common ownership,Common ownership,0,false,3,1,4,23,23,1,Commons-based peer production,,
gloria victis memorial,Gloria Victis Memorial,2,false,1,0,1,23,23,1,Commons-based peer production,,
marxism,Marxism,2,false,1,0,1,23,23,1,Commons-based peer production,,
marxism–leninism,Marxism–Leninism,2,false,1,0,1,23,23,1,Commons-based peer production,,
post-scarcity economy,Post-scarcity economy,0,false,2,2,4,23,23,1,Commons-based peer production,,
socialist state,Socialist state,2,false,1,0,1,23,23,1,Commons-based peer production,,
sociocultural evolution,Sociocultural evolution,2,false,1,0,1,23,23,1,Commons-based peer production,,
whuffie,Whuffie,-1,false,6,13,19,23,23,1,Commons-based peer production,,
anti-rival good,Anti-rival good,2,false,1,0,1,23,23,1,Commons-based peer production,,
carr-benkler wager,Carr-Benkler wager,2,false,1,0,1,23,23,1,Commons-based peer production,,
citizen science,Citizen science,2,false,1,0,1,23,23,1,Commons-based peer production,,
cognitive surplus,Cognitive Surplus,2,false,1,0,1,23,23,1,Commons-based peer production,,
collaborative software development model,Collaborative software development model,0,false,1,1,2,23,23,1,Commons-based peer production,,
crowdsourcing software development,Crowdsourcing software development,2,false,1,0,1,23,23,1,Commons-based peer production,,
motivations of open source programmers,Motivations of open source programmers,2,false,3,0,3,23,23,1,Commons-based peer production,,
gamification,Gamification,2,false,1,0,1,23,23,1,Commons-based peer production,,
decentralized planning (economics),Decentralized planning (economics),2,false,1,0,1,23,23,1,Commons-based peer production,,
distributed manufacturing,Distributed manufacturing,0,false,1,1,2,23,23,1,Commons-based peer production,,
fablab,Fablab,2,false,1,0,1,23,23,1,Commons-based peer production,,
gift economy,Gift economy,2,false,2,0,2,23,23,1,Commons-based peer production,,
nonformal learning,Nonformal learning,2,false,1,0,1,23,23,1,Commons-based peer production,,
peer learning,Peer learning,2,false,1,0,1,23,23,1,Commons-based peer production,,
peer review,Peer review,2,false,1,0,1,23,23,1,Commons-based peer production,,
production for use,Production for use,0,false,3,1,4,23,23,1,Commons-based peer production,,
prosumer,Prosumer,0,false,1,1,2,23,23,1,Commons-based peer production,,
open business,Open business,2,false,1,0,1,23,23,1,Commons-based peer production,,
open innovation,Open innovation,2,false,2,0,2,23,23,1,Commons-based peer production,,
open music model,Open Music Model,2,false,1,0,1,23,23,1,Commons-based peer production,,
open-source-appropriate technology,Open-source-appropriate technology,2,false,1,0,1,23,23,1,Commons-based peer production,,
open source hardware,Open source hardware,2,false,2,0,2,23,23,1,Commons-based peer production,,
reprap,RepRap,2,false,1,0,1,23,23,1,Commons-based peer production,,
social peer to peer processes,Social peer to peer processes,2,false,1,0,1,23,23,1,Commons-based peer production,,
wasta,Wasta,2,false,1,0,1,23,23,1,Commons-based peer production,,
karma (slashdot),Karma (Slashdot),2,false,1,0,1,23,23,1,Commons-based peer production,,
karma (reddit),Karma (Reddit),2,false,1,0,1,23,23,1,Commons-based peer production,,
egoboo,Egoboo,2,false,1,0,1,23,23,1,Commons-based peer production,,
brownie points,Brownie points,0,false,1,1,2,23,23,1,Commons-based peer production,,
social capital,Social capital,0,false,1,1,2,23,23,1,Commons-based peer production,,
reblogging,Reblogging,2,false,1,0,1,23,23,1,Commons-based peer production,,
activity stream,Activity stream,2,false,1,0,1,23,23,1,Commons-based peer production,,
peer-to-peer,Peer-to-peer,-1,false,3,1,4,23,23,1,Commons-based peer production,,
anarchist economics,Anarchist economics,2,false,2,0,2,23,23,1,Commons-based peer production,,
collaborative e-democracy,Collaborative e-democracy,2,false,2,0,2,23,23,1,Commons-based peer production,,
distributed economies,Distributed economies,2,false,2,0,2,23,23,1,Commons-based peer production,,
distributism,Distributism,0,false,2,1,3,23,23,1,Commons-based peer production,,
leaderless resistance,Leaderless resistance,0,false,2,1,3,23,23,1,Commons-based peer production,,
metagovernment,Metagovernment,2,false,2,0,2,23,23,1,Commons-based peer production,,
"""occupy"" protests","""Occupy"" protests",2,false,2,0,2,23,23,1,Commons-based peer production,,
participatory guarantee systems pgs,Participatory Guarantee Systems PGS,2,false,2,0,2,23,23,1,Commons-based peer production,,
peer education,Peer education,2,false,2,0,2,23,23,1,Commons-based peer production,,
peer mentoring,Peer mentoring,2,false,2,0,2,23,23,1,Commons-based peer production,,
peer support,Peer support,2,false,2,0,2,23,23,1,Commons-based peer production,,
peer-to-peer banking,Peer-to-peer banking,0,false,2,1,3,23,23,1,Commons-based peer production,,
peer-to-peer renting,Peer-to-peer renting,-1,false,2,2,4,23,23,1,Commons-based peer production,,
peer production,Peer production,0,false,3,1,4,23,23,1,Commons-based peer production,,
adhocracy,Adhocracy,0,false,1,2,3,23,23,1,Commons-based peer production,,
emergent democracy,Emergent democracy,0,false,1,1,2,23,23,1,Commons-based peer production,,
p2p economic system,P2P economic system,2,false,1,0,1,23,23,1,Commons-based peer production,,
open source ecology,Open Source Ecology,2,false,2,0,2,23,23,1,Commons-based peer production,,
daemon (novel series),Daemon (novel series),2,false,1,0,1,23,23,1,Commons-based peer production,,
freedom™,Freedom™,2,false,1,0,1,23,23,1,Commons-based peer production,,
open-source economics,Open-source economics,0,false,1,1,2,23,23,1,Commons-based peer production,,
co-design,Co-design,2,false,1,0,1,23,23,1,Commons-based peer production,,
co-marketing,Co-marketing,0,false,1,1,2,23,23,1,Commons-based peer production,,
service-dominant logic,Service-dominant logic,2,false,1,0,1,23,23,1,Commons-based peer production,,
marketing mix,Marketing mix,2,false,1,0,1,23,23,1,Commons-based peer production,,
future perfect: the case for progress in a networked age,Future Perfect: The Case for Progress in a Networked Age,-1,false,0,3,3,23,23,1,Commons-based peer production,,
collectivism,Collectivism,0,false,0,1,1,23,23,1,Commons-based peer production,,
property,Property,0,false,0,1,1,23,23,1,Commons-based peer production,,
down and out in the magic kingdom,Down and Out in the Magic Kingdom,0,false,0,1,1,23,23,1,Commons-based peer production,,
tara hunt,Tara Hunt,0,false,0,1,1,23,23,1,Commons-based peer production,,
social software,Social software,0,false,0,1,1,23,23,1,Commons-based peer production,,
whirlwind wheelchair,Whirlwind wheelchair,0,false,0,2,2,23,23,1,Commons-based peer production,,
commercial use of copyleft works,Commercial use of copyleft works,0,false,0,1,1,23,23,1,Commons-based peer production,,
role-based collaboration,Role-based collaboration,0,false,0,1,1,23,23,1,Commons-based peer production,,
network-centric organization,Network-centric organization,0,false,0,1,1,23,23,1,Commons-based peer production,,
industrial information economy,Industrial information economy,0,false,0,1,1,23,23,1,Commons-based peer production,,
ushahidi,Ushahidi,0,false,0,1,1,23,23,1,Commons-based peer production,,
comunes collective,Comunes Collective,0,false,0,1,1,23,23,1,Commons-based peer production,,
international association for the study of the commons,International Association for the Study of the Commons,0,false,0,1,1,23,23,1,Commons-based peer production,,
open hardware and design alliance,Open Hardware and Design Alliance,0,false,0,1,1,23,23,1,Commons-based peer production,,
social ownership,Social ownership,0,false,0,2,2,23,23,1,Commons-based peer production,,
mayo fuster morell,Mayo Fuster Morell,0,false,0,1,1,23,23,1,Commons-based peer production,,
socialization (marxism),Socialization (Marxism),0,false,0,2,2,23,23,1,Commons-based peer production,,
c. k. prahalad,C. K. Prahalad,0,false,0,1,1,23,23,1,Commons-based peer production,,
gerald zaltman,Gerald Zaltman,0,false,0,1,1,23,23,1,Commons-based peer production,,
participatory guarantee systems,Participatory Guarantee Systems,0,false,0,1,1,23,23,1,Commons-based peer production,,
reactions to occupy wall street,Reactions to Occupy Wall Street,0,false,0,1,1,23,23,1,Commons-based peer production,,
mashtots park movement,Mashtots Park Movement,0,false,0,1,1,23,23,1,Commons-based peer production,,
socialist calculation debate,Socialist calculation debate,0,false,0,1,1,23,23,1,Commons-based peer production,,
affluenza,Affluenza,1,false,21,9,30,15,15,1,Open source,,
affluenza: the all-consuming epidemic,Affluenza: The All-Consuming Epidemic,0,false,2,2,4,15,15,1,Open source,,
counter-economics,Counter-economics,1,false,6,8,14,15,15,1,Open source,,
downshifting,Downshifting,-1,false,12,18,30,15,15,1,Open source,,
fab lab,Fab Lab,0,false,1,1,2,15,15,1,Open source,,
growth fetish,Growth Fetish,1,false,4,1,5,15,15,1,Open source,,
kashless.org,Kashless.org,1,false,3,1,4,15,15,1,Open source,,
keeping up with the joneses,Keeping up with the Joneses,0,false,12,11,23,15,15,1,Open source,,
mottainai,Mottainai,0,false,15,10,25,15,15,1,Open source,,
over-consumption,Over-consumption,1,false,15,11,26,15,15,1,Open source,,
philosophy of futility,Philosophy of futility,0,false,2,6,8,15,15,1,Open source,,
what would jesus buy?,What Would Jesus Buy?,1,false,2,3,5,15,15,1,Open source,,
the zeitgeist movement,The Zeitgeist Movement,-1,false,3,3,6,15,15,1,Open source,,
technocracy,Technocracy,2,false,1,0,1,15,15,1,Open source,,
technological utopianism,Technological utopianism,2,false,1,0,1,15,15,1,Open source,,
buy nothing christmas,Buy Nothing Christmas,2,false,1,0,1,15,15,1,Open source,,
buy nothing day,Buy Nothing Day,0,false,1,1,2,15,15,1,Open source,,
festivus,Festivus,0,false,1,1,2,15,15,1,Open source,,
conspicuous consumption,Conspicuous consumption,-1,false,6,4,10,15,15,1,Open source,,
thorstein veblen,Thorstein Veblen,-1,false,1,4,5,15,15,1,Open source,,
mass society,Mass society,2,false,1,0,1,15,15,1,Open source,,
anomie,Anomie,2,false,1,0,1,15,15,1,Open source,,
nihilism,Nihilism,2,false,1,0,1,15,15,1,Open source,,
artificial demand,Artificial demand,0,false,1,1,2,15,15,1,Open source,,
environmental studies,Environmental studies,2,false,1,0,1,15,15,1,Open source,,
externality,Externality,2,false,1,0,1,15,15,1,Open source,,
overexploitation,Overexploitation,0,false,1,1,2,15,15,1,Open source,,
peak oil,Peak oil,0,false,1,1,2,15,15,1,Open source,,
preorder economy,Preorder economy,2,false,1,0,1,15,15,1,Open source,,
santosha,Santosha,2,false,1,0,1,15,15,1,Open source,,
surplus: terrorized into being consumers,Surplus: Terrorized into Being Consumers,2,false,1,0,1,15,15,1,Open source,,
bal tashchit,Bal tashchit,2,false,1,0,1,15,15,1,Open source,,
frugality,Frugality,0,false,2,3,5,15,15,1,Open source,,
simple living,Simple living,-1,false,5,3,8,15,15,1,Open source,,
mottai night land,Mottai Night Land,2,false,1,0,1,15,15,1,Open source,,
kyary pamyu pamyu,Kyary Pamyu Pamyu,2,false,1,0,1,15,15,1,Open source,,
anthropological theories of value,Anthropological theories of value,2,false,1,0,1,15,15,1,Open source,,
herd behavior,Herd behavior,2,false,1,0,1,15,15,1,Open source,,
the joneses,The Joneses,0,false,1,1,2,15,15,1,Open source,,
keeping up with the kardashians,Keeping up with the Kardashians,2,false,1,0,1,15,15,1,Open source,,
